actor,text,label
Equinor ASA,"Equinor vil også lete rundt felt som allerede er elektrifisert, eller planlagt for elektrifisering. Dette er sentralt når vi vurderer levetidsforlengelser av våre installasjoner. Equinor er av den oppfatning at en midlertidig stans kun vil bidra til tap av ressurser og tapte inntekter, ikke nødvendigvis bidra til lavere utslipp frem mot 2050 globalt. Ifølge IEAs Energy Outlook og andre 1,5-graders scenarier, inklusive Equinors Bridges-scenario, vil det være behov for olje og gass også i 2050. Dette gjelder også i scenarier der man lykkes med å begrense global oppvarming til 1,5 grader.",Bedrift
Equinor ASA,"Vi forventer at Europa vil etterspørre olje og gass til energiformål, og som innsatsfaktor og lavkarbonhydrogen, også i 2050. Letepolitikken bør utvikles til også å ivareta leting etter egnede lager for CO2 fremover. Elektrifisering og utslippskutt på norsk sokkelUtvalget diskuterer elektrifisering og mener at det som hovedregel ikke skal brukes som virkemiddel på norsk sokkel. Equinor ønsker å understreke at elektrifisering er hovedregelen for utslippskutt på sokkelen og det viktigste tiltaket for Norge. Det er allerede tatt beslutning i 2/3 av våre prosjekter som skal elektrifiseres på sokkelen. Disse prosjektene er gjennomført, eller under gjennomføring, og gjør at vi vil kutte utslippene med 30-35 % mot 2030.",Bedrift
Equinor ASA,"Om 50 %-målet i 2030 ikke nås, vil de de akkumulerte utslippene mellom 2040 og 2050 være på ti millioner tonn CO2. Konsekvensen av dette er 29 millioner tonn CO2 i ekstra, akkumulerte utslipp frem til 2050, hvis de planlagte prosjektene som skal kutte utslipp i olje- og gassnæringen frem mot 2030 ikke gjennomføres. Equinor er enige med utvalget om at det er viktig å fremholde at energieffektivisering er et sentralt virkemiddel i alle sektorer og bransjer. På norsk sokkel er 20 % av utslippskuttene kommet fra slike tiltak. Energieffektivisering har over tid redusert utslippene med rundt to millioner tonn per år.",Bedrift
Equinor ASA,Nye næringer og alternativt drivstoff Utvalget er opptatt av stiavhengighet og peker særlig på effekten av oljeskattepakken. Equinor vil påpeke at den effekten er kortvarig og at det er få nye prosjekter. Det vil imidlertid være rom for nye prosjekter fra midten av 2020-tallet.,Bedrift
Equinor ASA,Dette handler om å håndtere utslipp fra sektorer som er krevende å avkarbonisere og der direkte elektrifisering ikke er et reelt alternativ. Vi jobber for å utnytte potensialet Norge har for transport og lagring av CO2 gjennom et CO2-rør fra Europa. Volumpotensialet er langt større enn dagens norske klimagassutslipp,Bedrift
Equinor ASA,"utover 2040. Når vi i 2040 har redusert utslippene med 70 %, vil det være som følge av: Til sammen reduserer dette utslippene ytterligere ca. to millioner tonn CO2 per år i 2040, sammenlignet med 2030. Om 50 %-målet i 2030 ikke nås, vil de de akkumulerte utslippene mellom 2040 og 2050 være på ti millioner tonn CO2. Konsekvensen av dette er 29 millioner tonn CO2 i ekstra, akkumulerte utslipp frem til 2050, hvis de planlagte prosjektene som skal kutte utslipp i olje- og gassnæringen frem mot 2030 ikke gjennomføres. Equinor er enige med utvalget om at det er viktig å fremholde at energieffektivisering er et sentralt virkemiddel i alle sektorer og bransjer. På norsk sokkel er 20 % av utslippskuttene kommet fra slike tiltak. Energieffektivisering har over tid redusert utslippene med rundt to millioner tonn per år. Dette arbeidet fortsetter for fullt fremover.",Bedrift
Equinor ASA,Utvalget er opptatt av stiavhengighet og peker særlig på effekten av oljeskattepakken. Equinor vil påpeke at den effekten er kortvarig og at det er få nye prosjekter. Det vil imidlertid være rom for nye prosjekter fra midten av 2020-tallet.,Bedrift
Etne Industri- og næringspartiet,"Moder Jord bryr seg ikkje om kor gassen vert brent. Og verdifull straum som vi har bruk for på land, vert i stedet sendt ut til plattformane. Reint beredskapsmessig vert også samfunnet meir sårbart når alt er avhengig av elektrisitet. DSB sin nye anbefaling er å klare seg inntil 7 dagar utan straum. Med hus som ikkje har andre energikjelder enn elektrisitet, vert det t.d. vanskjeleg å sikre oppvarming.",Politisk parti
Etne Industri- og næringspartiet,Utan moglegheit for lading vert dei då ståande. Elektrifisering av brøyting og anna vil kreve store investeringar i materiell og ladeinfrastruktur. Penger som t.d. kunne vert brukt til å vedlikehalde vegnettet. Berre i Vestland er etterslepet på vedlikehold av veg på 16 milliardar. I staden vert pengane slusa inn i klimatiltak som ikkje monnar. 8. Vindkraft er ikkje løysinga.,Politisk parti
Etne Industri- og næringspartiet,"For folk som har lite å rutte med, kan det ende med at dei må selje boligen, då dei ikkje har råd til å gjere denne oppgraderinga. Utvalet skriv òg at låge energiprisar ikkje skal vere eit hovudmål for energipolitikken, men at prisane i staden må reflektere samfunnet sine kostnadar ved å skaffe ny kraft til veie. Til tross for at utvalet seier at «høye kraftpriser kan ramme enkelte husholdninger hardt», så fraråder utvalet «å gjøre lave kraftpriser til et hovedmål i energipolitikken». Desse føringane om at klimahensyn skal gå foran vil gå ut over norsk næring og industri, og effekten av høge kraftprisar vil vere negativt for bedrifter så vel som privatpersonar, og vil føre til at dei sosioøkonomiske forskjellane vil auke. Etne INP",Politisk parti
Finansforbundet,Som utvalget fremhever i kapittel 10.1 er EU taksonomien et sentralt tiltak i EUs strategi arbeidet med det grønne skiftet. Finansforbundet mener at dette også krever etterarbeid i forhold til tilgangen på bærekraftsinformasjon. Med implementeringen av Corporate Sustainability Reporting Directive (CSRD) og taksonomien vil mengden bærekraftsdata på selskapsnivå øke. Dette fordrer samtidig behovet for bedring av informasjonsinfrastrukturen rundt bærekraftsdata i Norge. Enkelte bedrifter i finansbransjen har igangsatt arbeid for å bedre datainfrastrukturen for bærekraft. Dette er for det meste store finanskonsern og gjør det vanskeligere for mindre aktører å gjennomføre et godt bærekraftsarbeid.,Interessegruppe
Finansforbundet,"Data som er relevant for både bærekraftsarbeidet og utvikling av gode risikomodeller på ESG, er ofte spredt på forskjellige databaser og er av varierende kvalitet. Aktørene i finansbransjen kan ikke alene påta seg ansvaret med å få disse dataene på plass. Her er det behov for at myndighetene, i dialog med finansnæringen og andre aktuelle bransjer, initierer tiltak for å få samlet aktuell data i en sentral database. En sentral offentlig database for bærekraftsinformasjon vil lette arbeidet med bærekraftig omstilling, samt bidra til bedre beslutningsgrunnlag for både private og offentlige aktører. I bunn må det ligge gode API-løsninger som gjør det mulig for finansnæringen, det offentlige og andre bransjer å ta i bruk databasen i interne systemer. Del 3 Veivalg og virkemidler",Interessegruppe
"Forsvaret, Forsvarsmateriell, Forsvarsbygg og Forsvarets forskningsinstitutt","NOU-utvalget viser til at elektrifisering av norsk sokkel vil legge beslag på knappe ressurser som kraft og kompetanse, som vil vanskeliggjøre omstillingen til et lavutslippssamfunn, og de anbefaler at petroleumspolitikken må legges om dersom Norge skal bli et lavutslippssamfunn i 2050 og bidra til Parisavtalens temperaturmål (kap. 12.4). Samfunnets grønne omstilling vil i så måte kunne påvirke Forsvarets tilgang til det fossile drivstoffet F34, NATOs enhetsdrivstoff, som forsvarsmateriell i dag drives på. Redusert tilgang til fossilt drivstoff vil kunne drive kostnadene og begrense tilgjengeligheten. Den norske forsvarssektoren, NATO og europeisk forsvarssektor for øvrig, ser etter alternativer til fossilt drivstoff for å kunne opprettholde operativ evne i et nullutslippssamfunn, og sikre interoperabilitet mellom medlemslandene i NATO. En utfordring er at materiell som anskaffes i dag skal kunne operere i et nullutslippssamfunn, men inntil et alternativ til F34 blir etablert vil nytt materiell være tilpasset bruk av F34.",Offentlig forvaltning
"Forsvaret, Forsvarsmateriell, Forsvarsbygg og Forsvarets forskningsinstitutt",I tillegg kan e-fuel være et viktig alternativ til fossilt drivstoff.   Planlegge klimapolitikken (kapittel 18) Utvalget presiserer viktigheten av at samfunnsmål og klimamål sees i sammenheng for at Norge skal bli et lavutslippssamfunn. Dette bør konkretiseres i større grad i tildelingsbrev for statlige etater enn i dag. Forslaget om å se mer helhetlig på samfunnsmål og klimamål samt integrering i statlig styringsmekanismer støttes. Et hovedbudskap fra utvalget er langsiktig planlegging for å lykkes med omstillingen. De årlige budsjettene gjør den langsiktige planleggingen utfordrende.,Offentlig forvaltning
Forum for Miljøteknologi,Utvalget mener ordningen bør gjøres betinget av at støttemottakerne benytter deler av støtten til utslippsreduserende tiltak. FFM vil påpeke at stabilitet og forutsigbarhet i denne ordningen er helt grunnleggende for industriens fortsatte investeringsaktivitet i Norge. Svekkelsen i ordningen de to siste årene har fjernet forutsigbarheten på en måte som gjør Norge et langt mindre attraktivt land for store investeringer i klimateknologi. Utvalget uttaler at støtte til utslippsreduserende tiltak kan være både styrings- og kostnadseffektivt. Utvalget drøfter fordeler og ulemper med henholdsvis støtte til konkrete prosjekter/teknologier på den ene siden og teknologinøytrale og konkurransebaserte ordninger på den annen side. Det er selvsagt viktig at virkemidler for å redusere risiko og for å utløse investeringer i nullutslippsteknologi er effektive.,Interessegruppe
Forum for Miljøteknologi,"Miljøteknologiordningen under Innovasjon Norge er et eksempel på en slik ordning, og som gjennom evalueringer er dokumentert effektiv og treffsikker. Utfordringen per i dag er at bevilgningene til ordningen er redusert slik at ordningens relevans for industrien er begrenset. Enovas ordninger har historisk utløst betydelige utslippskutt og energieffektivisering i stort omfang. Som nevnt ovenfor har endringene i Enovas mandat begrenset Enovas relevans for industrien. Ved at energieffektivisering og utslippskutt i kvotepliktig sektor igjen inkluderes som målekriterier, vil Enova kunne gjeninnføre tidligere velprøvde og vellykkede ordninger for industrien. FFM mener at karbondifferansekontrakter vil kunne være et godt egnet virkemiddel fremover. Dette vil være et kostnadseffektivt og treffsikkert virkemiddel for å utløse investeringer i nullutslippsteknologi, ved at støtten begrenses i henhold til faktisk utvikling i kvoteprisene.",Interessegruppe
Hafslund AS,"Vi er positive til rammer og insentiver som belønner prosjekter med naturtiltak i tråd med norske naturmål. Klimautvalget foreslår også et system som sikrer at den som bygger ned natur skal betale for det i form av for eksempel en naturavgift eller en forpliktelse til å bekoste økologisk kompensasjon. Hafslund støtter en nærmere utredning av naturavgift. Kraftbransjen har lang erfaring med å betale nasjonale og lokale skatter og avgifter, som blant annet er begrunnet med at verdiskapingen baserer seg på bruk av naturressurser. Utvalget viser de mange ubesvarte spørsmålene ved innføring av slike systemer. Et arbeid for utvikling av slike systemer må sikre at en prising målrettet skal treffe de reelle naturinngrepene.",Bedrift
Hafslund AS,"Klimautvalget beskriver godt hvordan regulerbar energiproduksjon vil være høyt etterspurt i et energisystem med økende andel av ikke-regulerbar kraftproduksjon som sol og vind. Rapporten viser også til hvordan høy bruk av elektrisitet til oppvarming i Norge skaper store forbrukstopper for kraft om vinteren og utfordringene ved at kraftnettet må dimensjoneres etter effekttoppene. Energiproduksjon basert på spillvarme og fjernvarme trekkes frem som muligheter for å avlaste kraftnettet og til å frigjøre elektrisitet til andre formål. Dette er vi enige i. Behovet for å utvikle et helhetlig og fleksibelt energisystem er svært synlig allerede i dag. Manglende nettkapasitet er en utfordring på Sør-Østlandet for bedrifter som vil elektrifisere og for annet nytt forbruk som kan gi utslippskutt i årene framover. Økt bruk av for eksempel fjernvarme til oppvarming i tettbygde strøk kan frigjøre nettkapasitet og elektrisitet til andre formål, og hvordan man får realisert mer fjernvarme i Norge i årene som kommer må være et prioritert tema hos myndighetene.",Bedrift
Hovedorganisasjonen Virke,"Norge har høy kompetanse innen flere av disse områdene. Virke ønsker seg programmer som legger til rette for et tettere samarbeid mellom fornybarnæringen i Norge, handelsnæringen og myndigheter for relevant eksisterende eller kommende virkemidler. Virke vil gi generell støtte til anbefalingene i del 4 av NOUen. Virke mener det er nødvendig å etablere et sterkere styringssystem for klimapolitikken. Det må gjøres en revidering av klimaloven, med sikte på å forplikte regjeringen til å jevnlig legge frem delmål og evaluering av måloppnåelse på disse for Stortinget, f.eks. i form av helhetlige klima- og energiplaner hvert andre år Like viktig er det med en klimavask av andre sentrale lover, som plan og bygningsloven, med sikte på å inkludere krav om klimavurderinger i disse. Regjeringen må legge tydeligere føringer for kommunenes vurderinger av klimaeffekter i planarbeidet.",Interessegruppe
